topic,the concept of the topic,candidate,candidate masked,label,wikipedia article name,wikipedia url
We should legalize cannabis,cannabis,"A 10 year study on 1923 individuals from the general population in Germany, aged 14-24, concluded that cannabis use is a risk factor for the development of incident psychotic symptoms.","A 10 year study on 1923 individuals from the general population in Germany, aged 14-24, concluded that TOPIC_CONCEPT use is a risk factor for the development of incident psychotic symptoms.",1,Medical cannabis,https://en.wikipedia.org/wiki/Medical_cannabis
We should legalize cannabis,cannabis,"A large, unselected population-based study, published in British Journal of Psychiatry (2008), examined cannabis use and prodromal symptoms of psychosis at age 15-16 years and concluded that cannabis use was associated with prodromal symptoms of psychosis in adolescence [REF].","A large, unselected population-based study, published in British Journal of Psychiatry (2008), examined TOPIC_CONCEPT use and prodromal symptoms of psychosis at age 15-16 years and concluded that TOPIC_CONCEPT use was associated with prodromal symptoms of psychosis in adolescence [REF].",1,Long-term effects of cannabis,https://en.wikipedia.org/wiki/Long-term_effects_of_cannabis
We should legalize cannabis,cannabis,A 2007 study of studies published in the Lancet concluded that cannabis users are 40% more likely to be sufferers of a psychotic illness than non-users [REF].,A 2007 study of studies published in the Lancet concluded that TOPIC_CONCEPT users are 40% more likely to be sufferers of a psychotic illness than non-users [REF].,1,Long-term effects of cannabis,https://en.wikipedia.org/wiki/Long-term_effects_of_cannabis
We should legalize cannabis,cannabis,"A 2008 study suggested that long-term, heavy cannabis use (over five joints daily for more than ten years) are associated with structural abnormalities in the hippocampus and amygdala areas of the brain [REF].","A 2008 study suggested that long-term, heavy TOPIC_CONCEPT use (over five joints daily for more than ten years) are associated with structural abnormalities in the hippocampus and amygdala areas of the brain [REF].",1,Long-term effects of cannabis,https://en.wikipedia.org/wiki/Long-term_effects_of_cannabis
We should legalize cannabis,cannabis,"Surprisingly, an extensive study published in 2006 by Donald Tashkin of the University of California, Los Angeles found that there is no significant link between smoking cannabis and lung cancer [REF].","Surprisingly, an extensive study published in 2006 by Donald Tashkin of the University of California, Los Angeles found that there is no significant link between smoking TOPIC_CONCEPT and lung cancer [REF].",1,Cannabis-associated respiratory disease,https://en.wikipedia.org/wiki/Cannabis-associated_respiratory_disease
We should legalize cannabis,cannabis,Some studies have suggested that cannabis users have a greater risk of developing psychosis than non-users.,Some studies have suggested that TOPIC_CONCEPT users have a greater risk of developing psychosis than non-users.,1,Tetrahydrocannabinol,https://en.wikipedia.org/wiki/Tetrahydrocannabinol
We should legalize cannabis,cannabis,"Canada, Spain, The Netherlands and Austria have legalized some form of cannabis for medicinal use [REF].","Canada, Spain, The Netherlands and Austria have legalized some form of TOPIC_CONCEPT for medicinal use [REF].",1,Cannabis (drug),https://en.wikipedia.org/wiki/Cannabis_(drug)
We should legalize cannabis,cannabis,"In 1997, the Connecticut Law Revision Commission examined states that had decriminalized cannabis and found decriminalizing small amounts of cannabis has no effect on subsequent use of alcohol or ""harder"" illicit drugs.","In 1997, the Connecticut Law Revision Commission examined states that had decriminalized cannabis and found decriminalizing small amounts of TOPIC_CONCEPT has no effect on subsequent use of alcohol or ""harder"" illicit drugs.",1,Decriminalization of non-medical cannabis in the United States,https://en.wikipedia.org/wiki/Decriminalization_of_non-medical_cannabis_in_the_United_States
We should legalize cannabis,cannabis,A study of twins by researchers at Virginia Commonwealth University showed that cannabis use in adolescence strongly predicted later use of multiple drugs.,A study of twins by researchers at Virginia Commonwealth University showed that TOPIC_CONCEPT use in adolescence strongly predicted later use of multiple drugs.,1,Long-term effects of cannabis,https://en.wikipedia.org/wiki/Long-term_effects_of_cannabis
We should legalize cannabis,cannabis,"The Institute of Medicine, run by the United States National Academy of Sciences, conducted a comprehensive study in 1999 to assess the potential health benefits of cannabis and its constituent cannabinoids.","The Institute of Medicine, run by the United States National Academy of Sciences, conducted a comprehensive study in 1999 to assess the potential health benefits of TOPIC_CONCEPT and its constituent cannabinoids.",0,Medical cannabis,https://en.wikipedia.org/wiki/Medical_cannabis
We should legalize cannabis,cannabis,Smaller studies have implicated cannabis use in the development of bladder cancer [REF] and testicular germ cell tumors [REF].,Smaller studies have implicated TOPIC_CONCEPT use in the development of bladder cancer [REF] and testicular germ cell tumors [REF].,1,Cannabis smoking,https://en.wikipedia.org/wiki/Cannabis_smoking
We should legalize cannabis,cannabis,"Gonzales v. Raich (2005) held in a 6-3 decision that the Commerce Clause of the United States Constitution allowed the federal government to ban the use of cannabis, including medical use even if local laws allow it.","Gonzales v. Raich (2005) held in a 6-3 decision that the Commerce Clause of the United States Constitution allowed the federal government to ban the use of TOPIC_CONCEPT, including medical use even if local laws allow it.",1,Places that have decriminalized non-medical cannabis in the United States,https://en.wikipedia.org/wiki/Places_that_have_decriminalized_non-medical_cannabis_in_the_United_States
We should legalize cannabis,cannabis,"Medicine since 1999 recognized the prescription of therapeutic cannabis to cover the care according to the broadest scope of diseases for which there can be recognized: fibromyalgia, cancer, HIV / AIDS, neurological disorders, multiple sclerosis, of asthma and glaucoma, as well as post-traumatic stress.","Medicine since 1999 recognized the prescription of therapeutic TOPIC_CONCEPT to cover the care according to the broadest scope of diseases for which there can be recognized: fibromyalgia, cancer, HIV / AIDS, neurological disorders, multiple sclerosis, of asthma and glaucoma, as well as post-traumatic stress.",1,Medical cannabis,https://en.wikipedia.org/wiki/Medical_cannabis
We should legalize cannabis,cannabis,The survey also discovered that nearly 80 per cent of teachers in the United Kingdom believed that the recent reclassification of cannabis would make educating pupils about the dangers of drug abuse more challenging and difficult.,The survey also discovered that nearly 80 per cent of teachers in the United Kingdom believed that the recent reclassification of TOPIC_CONCEPT would make educating pupils about the dangers of drug abuse more challenging and difficult.,0,International Narcotics Control Board,https://en.wikipedia.org/wiki/International_Narcotics_Control_Board
We should legalize cannabis,cannabis,"In 2001, the New Mexico state-commissioned Drug Policy Advisory Group stated that decriminalizing cannabis ""will result in greater availability of resources to respond to more serious crimes without any increased risks to public safety.""[REF] .","In 2001, the New Mexico state-commissioned Drug Policy Advisory Group stated that decriminalizing TOPIC_CONCEPT ""will result in greater availability of resources to respond to more serious crimes without any increased risks to public safety.""[REF] .",1,Decriminalization of non-medical cannabis in the United States,https://en.wikipedia.org/wiki/Decriminalization_of_non-medical_cannabis_in_the_United_States
We should legalize cannabis,cannabis,Smoking cannabis results in a significant loss of THC and other cannabinoids through exhaled or non-inhaled smoke.,Smoking TOPIC_CONCEPT results in a significant loss of THC and other cannabinoids through exhaled or non-inhaled smoke.,0,Cannabis consumption,https://en.wikipedia.org/wiki/Cannabis_consumption
We should legalize cannabis,cannabis,"The survey results found that cannabis was moderately effective in reducing symptoms of appetite loss, depression, pain, spasticity, drooling and weakness and the longest relief reported was for depression.","The survey results found that TOPIC_CONCEPT was moderately effective in reducing symptoms of appetite loss, depression, pain, spasticity, drooling and weakness and the longest relief reported was for depression.",1,Medical cannabis,https://en.wikipedia.org/wiki/Medical_cannabis
